Saved at time: 61291724 milliseconds
Integration time: 10000000
Scans to average: 0
Boxcar smoothing: 0
Wavelengths	Intensities
561.67834435	1856.00000000
562.15357844	2036.00000000
562.62885117	1966.00000000
563.10416249	2188.00000000
563.57951238	1940.00000000
564.05490079	1930.00000000
564.53032769	2002.00000000
565.00579303	2263.00000000
565.48129679	1891.00000000
565.95683893	2231.00000000
566.43241940	2134.00000000
566.90803818	1667.00000000
567.38369523	2163.00000000
567.85939050	1758.00000000
568.33512397	2128.00000000
568.81089559	2184.00000000
569.28670533	2277.00000000
569.76255316	2159.00000000
570.23843902	1999.00000000
570.71436290	2137.00000000
571.19032475	2162.00000000
571.66632453	2151.00000000
572.14236222	2150.00000000
572.61843776	2097.00000000
573.09455113	1679.00000000
573.57070228	2070.00000000
574.04689119	2065.00000000
574.52311781	1966.00000000
574.99938211	1853.00000000
575.47568405	2223.00000000
575.95202359	2181.00000000
576.42840070	992.00000000
576.90481534	2157.00000000
577.38126747	1624.00000000
577.85775706	2155.00000000
578.33428407	2212.00000000
578.81084846	2186.00000000
579.28745020	2000.00000000
579.76408925	1827.00000000
580.24076557	2202.00000000
580.71747912	1345.00000000
581.19422988	2090.00000000
581.67101780	1962.00000000
582.14784284	2218.00000000
582.62470497	1944.00000000
583.10160416	2039.00000000
583.57854035	2045.00000000
584.05551353	1592.00000000
584.53252365	2135.00000000
585.00957067	2076.00000000
585.48665456	2070.00000000
585.96377529	2192.00000000
586.44093280	2308.00000000
586.91812708	2017.00000000
587.39535807	2344.00000000
587.87262575	2084.00000000
588.34993007	1896.00000000
588.82727101	1707.00000000
589.30464852	2045.00000000
589.78206256	2171.00000000
590.25951311	2269.00000000
590.73700012	2116.00000000
591.21452355	1899.00000000
591.69208338	1749.00000000
592.16967956	2243.00000000
592.64731205	1838.00000000
593.12498082	2058.00000000
593.60268584	2296.00000000
594.08042706	1927.00000000
594.55820445	2079.00000000
595.03601797	1607.00000000
595.51386759	2020.00000000
595.99175326	2222.00000000
596.46967496	1777.00000000
596.94763264	2061.00000000
597.42562627	1974.00000000
597.90365581	1623.00000000
598.38172122	1813.00000000
598.85982248	2005.00000000
599.33795953	1494.00000000
599.81613235	1294.00000000
600.29434089	1907.00000000
600.77258513	1333.00000000
601.25086501	2296.00000000
601.72918052	1997.00000000
602.20753161	2149.00000000
602.68591823	2080.00000000
603.16434037	2069.00000000
603.64279797	1673.00000000
604.12129101	1837.00000000
604.59981945	1954.00000000
605.07838324	2140.00000000
605.55698236	1964.00000000
606.03561676	1777.00000000
606.51428641	2183.00000000
606.99299127	2012.00000000
607.47173131	1894.00000000
607.95050648	2027.00000000
608.42931676	2274.00000000
608.90816210	2231.00000000
609.38704248	2192.00000000
609.86595784	2185.00000000
610.34490816	1821.00000000
610.82389339	2198.00000000
611.30291351	1831.00000000
611.78196847	2185.00000000
612.26105823	1879.00000000
612.74018277	2131.00000000
613.21934204	2067.00000000
613.69853601	2220.00000000
614.17776464	1671.00000000
614.65702789	2170.00000000
615.13632573	1943.00000000
615.61565812	2006.00000000
616.09502502	2387.00000000
616.57442640	1993.00000000
617.05386221	1103.00000000
617.53333243	1666.00000000
618.01283702	1628.00000000
618.49237593	2117.00000000
618.97194914	2211.00000000
619.45155660	1724.00000000
619.93119828	2361.00000000
620.41087415	2146.00000000
620.89058415	2055.00000000
621.37032827	1913.00000000
621.85010646	2035.00000000
622.32991868	1807.00000000
622.80976490	1906.00000000
623.28964508	2011.00000000
623.76955919	1937.00000000
624.24950718	2015.00000000
624.72948902	2217.00000000
625.20950468	2128.00000000
625.68955412	1810.00000000
626.16963729	1568.00000000
626.64975417	2033.00000000
627.12990471	2045.00000000
627.61008889	1685.00000000
628.09030666	2225.00000000
628.57055798	1770.00000000
629.05084283	2182.00000000
629.53116115	2146.00000000
630.01151293	2031.00000000
630.49189811	1900.00000000
630.97231666	1850.00000000
631.45276855	1993.00000000
631.93325374	2021.00000000
632.41377219	1832.00000000
632.89432387	1635.00000000
633.37490873	2048.00000000
633.85552675	1927.00000000
634.33617788	2120.00000000
634.81686209	1835.00000000
635.29757934	2109.00000000
635.77832959	2038.00000000
636.25911281	2057.00000000
636.73992897	2144.00000000
637.22077801	1207.00000000
637.70165992	2235.00000000
638.18257464	2081.00000000
638.66352215	1926.00000000
639.14450240	2095.00000000
639.62551537	1931.00000000
640.10656101	2191.00000000
640.58763928	1988.00000000
641.06875016	1972.00000000
641.54989359	2172.00000000
642.03106956	1974.00000000
642.51227801	2188.00000000
642.99351892	2236.00000000
643.47479224	893.00000000
643.95609794	2092.00000000
644.43743598	1750.00000000
644.91880633	2083.00000000
645.40020894	1966.00000000
645.88164379	1841.00000000
646.36311083	2187.00000000
646.84461003	2138.00000000
647.32614135	2111.00000000
647.80770476	2181.00000000
648.28930022	2206.00000000
648.77092768	1965.00000000
649.25258712	1686.00000000
649.73427850	1813.00000000
650.21600177	1775.00000000
650.69775691	2075.00000000
651.17954388	1991.00000000
651.66136264	1815.00000000
652.14321315	2137.00000000
652.62509538	2064.00000000
653.10700929	1749.00000000
653.58895484	1902.00000000
654.07093200	2203.00000000
654.55294072	2151.00000000
655.03498098	2132.00000000
655.51705274	1834.00000000
655.99915595	1922.00000000
656.48129059	2047.00000000
656.96345661	1802.00000000
657.44565398	1951.00000000
657.92788266	1934.00000000
658.41014262	1979.00000000
658.89243382	1986.00000000
659.37475621	1814.00000000
659.85710978	1939.00000000
660.33949447	2013.00000000
660.82191025	1836.00000000
661.30435708	2044.00000000
661.78683493	1966.00000000
662.26934377	1892.00000000
662.75188354	2147.00000000
663.23445423	1441.00000000
663.71705578	1796.00000000
664.19968817	2170.00000000
664.68235136	2044.00000000
665.16504530	1956.00000000
665.64776997	1793.00000000
666.13052532	1956.00000000
666.61331133	1926.00000000
667.09612794	1742.00000000
667.57897514	2065.00000000
668.06185287	1990.00000000
668.54476110	1822.00000000
669.02769980	1660.00000000
669.51066893	1900.00000000
669.99366845	2098.00000000
670.47669833	1996.00000000
670.95975852	2200.00000000
671.44284900	1940.00000000
671.92596972	1626.00000000
672.40912065	2078.00000000
672.89230175	2115.00000000
673.37551298	1886.00000000
673.85875431	2201.00000000
674.34202570	1945.00000000
674.82532712	1899.00000000
675.30865852	2004.00000000
675.79201988	1891.00000000
676.27541115	2043.00000000
676.75883229	1980.00000000
677.24228328	2160.00000000
677.72576406	1986.00000000
678.20927462	2219.00000000
678.69281490	1340.00000000
679.17638488	1722.00000000
679.65998451	1968.00000000
680.14361377	2002.00000000
680.62727260	2099.00000000
681.11096098	1854.00000000
681.59467887	1874.00000000
682.07842623	1830.00000000
682.56220303	2027.00000000
683.04600923	1384.00000000
683.52984478	1723.00000000
684.01370967	1726.00000000
684.49760384	2194.00000000
684.98152726	2008.00000000
685.46547989	1681.00000000
685.94946171	2019.00000000
686.43347266	1950.00000000
686.91751272	2140.00000000
687.40158185	1940.00000000
687.88568001	2059.00000000
688.36980716	1996.00000000
688.85396327	1982.00000000
689.33814829	2123.00000000
689.82236221	2122.00000000
690.30660496	2082.00000000
690.79087653	2039.00000000
691.27517687	1897.00000000
691.75950595	2192.00000000
692.24386373	1943.00000000
692.72825017	2251.00000000
693.21266523	1891.00000000
693.69710889	1886.00000000
694.18158109	1846.00000000
694.66608181	2018.00000000
695.15061101	2021.00000000
695.63516866	1927.00000000
696.11975470	1950.00000000
696.60436912	2125.00000000
697.08901187	1731.00000000
697.57368291	2014.00000000
698.05838221	1713.00000000
698.54310973	1933.00000000
699.02786544	1626.00000000
699.51264929	2078.00000000
699.99746125	2101.00000000
700.48230129	2111.00000000
700.96716936	1948.00000000
701.45206544	2084.00000000
701.93698948	1921.00000000
702.42194144	1932.00000000
702.90692130	2093.00000000
703.39192900	1575.00000000
703.87696453	2261.00000000
704.36202783	2165.00000000
704.84711888	2113.00000000
705.33223763	2099.00000000
705.81738405	2023.00000000
706.30255811	2237.00000000
706.78775976	1983.00000000
707.27298897	1896.00000000
707.75824570	2049.00000000
708.24352991	1778.00000000
708.72884158	1939.00000000
709.21418065	1992.00000000
709.69954710	1477.00000000
710.18494089	2081.00000000
710.67036198	1855.00000000
711.15581034	1921.00000000
711.64128592	2061.00000000
712.12678869	2101.00000000
712.61231862	2075.00000000
713.09787566	1653.00000000
713.58345979	2011.00000000
714.06907095	2007.00000000
714.55470913	1855.00000000
715.04037427	2041.00000000
715.52606635	1970.00000000
716.01178533	2039.00000000
716.49753116	2138.00000000
716.98330382	2113.00000000
717.46910326	1286.00000000
717.95492946	1745.00000000
718.44078236	1943.00000000
718.92666194	2103.00000000
719.41256816	2052.00000000
719.89850098	1929.00000000
720.38446037	1679.00000000
720.87044629	1945.00000000
721.35645870	1684.00000000
721.84249756	2071.00000000
722.32856284	2104.00000000
722.81465450	2070.00000000
723.30077251	1731.00000000
723.78691682	1925.00000000
724.27308741	1782.00000000
724.75928423	1921.00000000
725.24550724	1577.00000000
725.73175642	1769.00000000
726.21803172	2048.00000000
726.70433311	2015.00000000
727.19066055	1410.00000000
727.67701400	1842.00000000
728.16339343	2116.00000000
728.64979880	2048.00000000
729.13623007	1780.00000000
729.62268721	2020.00000000
730.10917018	1572.00000000
730.59567893	1813.00000000
731.08221345	1948.00000000
731.56877369	1894.00000000
732.05535960	2116.00000000
732.54197116	2128.00000000
733.02860834	1895.00000000
733.51527108	1818.00000000
734.00195936	1716.00000000
734.48867313	1917.00000000
734.97541237	1814.00000000
735.46217703	2151.00000000
735.94896708	1833.00000000
736.43578248	2213.00000000
736.92262320	2104.00000000
737.40948919	1997.00000000
737.89638043	2128.00000000
738.38329686	2116.00000000
738.87023847	1979.00000000
739.35720520	1652.00000000
739.84419703	2014.00000000
740.33121392	2067.00000000
740.81825582	1846.00000000
741.30532271	1259.00000000
741.79241455	1742.00000000
742.27953129	1990.00000000
742.76667291	2171.00000000
743.25383936	2128.00000000
743.74103061	2055.00000000
744.22824663	2113.00000000
744.71548737	1957.00000000
745.20275280	1425.00000000
745.69004288	2096.00000000
746.17735758	2083.00000000
746.66469685	2171.00000000
747.15206067	1854.00000000
747.63944899	2116.00000000
748.12686178	1997.00000000
748.61429900	1192.00000000
749.10176061	2088.00000000
749.58924659	2123.00000000
750.07675688	2116.00000000
750.56429146	2157.00000000
751.05185028	1854.00000000
751.53943332	1933.00000000
752.02704053	1409.00000000
752.51467187	1467.00000000
753.00232732	1586.00000000
753.49000683	1965.00000000
753.97771036	2151.00000000
754.46543789	1860.00000000
754.95318936	1996.00000000
755.44096476	2109.00000000
755.92876403	1899.00000000
756.41658715	1997.00000000
756.90443407	2197.00000000
757.39230476	1827.00000000
757.88019918	1681.00000000
758.36811730	2147.00000000
758.85605908	2062.00000000
759.34402448	1953.00000000
759.83201346	1545.00000000
760.32002599	1945.00000000
760.80806203	1583.00000000
761.29612155	1990.00000000
761.78420451	1991.00000000
762.27231086	1957.00000000
762.76044058	2134.00000000
763.24859363	1955.00000000
763.73676997	1790.00000000
764.22496956	1812.00000000
764.71319237	1920.00000000
765.20143836	2036.00000000
765.68970749	2048.00000000
766.17799973	1271.00000000
766.66631504	1623.00000000
767.15465338	1861.00000000
767.64301472	1684.00000000
768.13139902	1768.00000000
768.61980624	1915.00000000
769.10823635	1991.00000000
769.59668930	1818.00000000
770.08516507	2006.00000000
770.57366361	1720.00000000
771.06218489	2008.00000000
771.55072888	1781.00000000
772.03929553	1813.00000000
772.52788480	2022.00000000
773.01649667	2067.00000000
773.50513109	1533.00000000
773.99378804	2053.00000000
774.48246746	2049.00000000
774.97116932	1835.00000000
775.45989360	1903.00000000
775.94864024	2067.00000000
776.43740922	1781.00000000
776.92620050	1982.00000000
777.41501403	1600.00000000
777.90384979	2105.00000000
778.39270774	1904.00000000
778.88158784	1980.00000000
779.37049004	2037.00000000
779.85941433	1358.00000000
780.34836066	1894.00000000
780.83732898	2101.00000000
781.32631928	2054.00000000
781.81533150	1666.00000000
782.30436562	1659.00000000
782.79342159	2077.00000000
783.28249938	2036.00000000
783.77159895	1846.00000000
784.26072027	1824.00000000
784.74986329	1997.00000000
785.23902799	1899.00000000
785.72821432	1197.00000000
786.21742225	2051.00000000
786.70665174	1369.00000000
787.19590276	1955.00000000
787.68517526	1889.00000000
788.17446922	735.00000000
788.66378459	1743.00000000
789.15312133	1580.00000000
789.64247942	2045.00000000
790.13185881	1968.00000000
790.62125947	2179.00000000
791.11068135	1868.00000000
791.60012443	1988.00000000
792.08958867	1626.00000000
792.57907402	1984.00000000
793.06858046	1604.00000000
793.55810795	1905.00000000
794.04765644	1857.00000000
794.53722591	1893.00000000
795.02681631	1950.00000000
795.51642762	1796.00000000
796.00605978	1987.00000000
796.49571277	2024.00000000
796.98538655	1961.00000000
797.47508108	2214.00000000
797.96479632	1911.00000000
798.45453224	2067.00000000
798.94428881	1861.00000000
799.43406597	1948.00000000
799.92386371	1865.00000000
800.41368198	1314.00000000
800.90352074	2062.00000000
801.39337996	1792.00000000
801.88325960	1413.00000000
802.37315962	1886.00000000
802.86307999	1947.00000000
803.35302067	2055.00000000
803.84298163	1960.00000000
804.33296282	1854.00000000
804.82296421	2065.00000000
805.31298576	1984.00000000
805.80302744	1911.00000000
806.29308921	719.00000000
806.78317103	2019.00000000
807.27327287	1945.00000000
807.76339468	1819.00000000
808.25353644	2194.00000000
808.74369811	2053.00000000
809.23387964	1707.00000000
809.72408100	1924.00000000
810.21430216	1766.00000000
810.70454308	2020.00000000
811.19480372	1804.00000000
811.68508405	1936.00000000
812.17538402	2132.00000000
812.66570360	1942.00000000
813.15604276	2021.00000000
813.64640146	1847.00000000
814.13677965	2020.00000000
814.62717731	2073.00000000
815.11759440	1828.00000000
815.60803088	2109.00000000
816.09848671	2093.00000000
816.58896185	1892.00000000
817.07945628	1963.00000000
817.56996995	1392.00000000
818.06050283	2026.00000000
818.55105488	1959.00000000
819.04162606	1872.00000000
819.53221633	2081.00000000
820.02282567	2197.00000000
820.51345402	2037.00000000
821.00410137	1902.00000000
821.49476766	1426.00000000
821.98545286	1845.00000000
822.47615694	1914.00000000
822.96687986	2000.00000000

